name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,year,month,region,civ_death,civ_cases,civ_hosp,civ_tests,Design capacity 2000/a,Design capacity 2005/a,Percent of design capacity occupied 2000,Percent of design capacity occupied 2005,Rated capacity 2000,Rated capacity 2005,Percent of rated capacity occupied 2000,Percent of rated capacity occupied 2005,Total_18,Male_18,Female_18,Total_19,Male_19,Female_19,Total number of facilities,Facilities operating one or more work programs,Inmates participating in one or more work programs,Prison industries,Support services,Farming ,Public works,Other work programs ,No work programs,phone_rate_avg,Latitude,Longitude
Virginia,VA,1720.0,168.0,237.0,0.0,6771.0,745.0,1006.0,0.0,2020-08-25,2020.0,8.0,South,406,30706,1703,0,14792.0,14792.0,212.0,0.0,32759.0,32469.0,96.0,97.0,36660.0,33620.0,3040.0,36091.0,33090.0,3001.0,59.0,58.0,21089.0,20.0,53.0,29.0,28.0,13.0,0.0,1.97,37.77,-78.24
Virginia,VA,6847.0,128.0,123.0,1.0,3899.0,1018.0,786.0,18.0,2020-09-29,2020.0,9.0,South,628,27677,1472,0,14792.0,14792.0,212.0,0.0,32759.0,32469.0,96.0,97.0,36660.0,33620.0,3040.0,36091.0,33090.0,3001.0,59.0,58.0,21089.0,20.0,53.0,29.0,28.0,13.0,0.0,1.97,37.77,-78.24
Virginia,VA,0.0,93.0,90.0,0.0,5954.0,280.0,386.0,2.0,2020-10-28,2020.0,10.0,South,446,32919,1563,0,14792.0,14792.0,212.0,0.0,32759.0,32469.0,96.0,97.0,36660.0,33620.0,3040.0,36091.0,33090.0,3001.0,59.0,58.0,21089.0,20.0,53.0,29.0,28.0,13.0,0.0,1.97,37.77,-78.24
Virginia,VA,0.0,153.0,110.0,0.0,8816.0,671.0,438.0,1.0,2020-11-24,2020.0,11.0,South,408,56645,2015,0,14792.0,14792.0,212.0,0.0,32759.0,32469.0,96.0,97.0,36660.0,33620.0,3040.0,36091.0,33090.0,3001.0,59.0,58.0,21089.0,20.0,53.0,29.0,28.0,13.0,0.0,1.97,37.77,-78.24
Virginia,VA,0.0,721.0,464.0,1.0,19226.0,2490.0,1760.0,11.0,2020-12-29,2020.0,12.0,South,970,111749,3422,0,14792.0,14792.0,212.0,0.0,32759.0,32469.0,96.0,97.0,36660.0,33620.0,3040.0,36091.0,33090.0,3001.0,59.0,58.0,21089.0,20.0,53.0,29.0,28.0,13.0,0.0,1.97,37.77,-78.24
Virginia,VA,0.0,447.0,504.0,1.0,8136.0,1222.0,1622.0,8.0,2021-01-26,2021.0,1.0,South,1432,155195,3368,0,14792.0,14792.0,212.0,0.0,32759.0,32469.0,96.0,97.0,36660.0,33620.0,3040.0,36091.0,33090.0,3001.0,59.0,58.0,21089.0,20.0,53.0,29.0,28.0,13.0,0.0,1.97,37.77,-78.24
Washington,WA,,28.0,,0.0,252.0,18.0,0.0,0.0,2020-04-29,2020.0,4.0,West,539,9133,0,0,13165.0,14731.0,112.0,110.0,9947.0,12293.0,148.0,131.0,19523.0,17803.0,1720.0,19261.0,17626.0,1635.0,32.0,29.0,6375.0,9.0,15.0,5.0,10.0,23.0,3.0,2.46,47.5,-120.5
Washington,WA,,11.0,,1.0,133.0,23.0,0.0,0.0,2020-05-27,2020.0,5.0,West,317,7621,3480,0,13165.0,14731.0,112.0,110.0,9947.0,12293.0,148.0,131.0,19523.0,17803.0,1720.0,19261.0,17626.0,1635.0,32.0,29.0,6375.0,9.0,15.0,5.0,10.0,23.0,3.0,2.46,47.5,-120.5
Washington,WA,,50.0,,0.0,2098.0,163.0,0.0,2.0,2020-06-30,2020.0,6.0,West,202,11969,843,0,13165.0,14731.0,112.0,110.0,9947.0,12293.0,148.0,131.0,19523.0,17803.0,1720.0,19261.0,17626.0,1635.0,32.0,29.0,6375.0,9.0,15.0,5.0,10.0,23.0,3.0,2.46,47.5,-120.5
Washington,WA,,30.0,,0.0,821.0,111.0,0.0,0.0,2020-07-28,2020.0,7.0,West,244,24516,1245,0,13165.0,14731.0,112.0,110.0,9947.0,12293.0,148.0,131.0,19523.0,17803.0,1720.0,19261.0,17626.0,1635.0,32.0,29.0,6375.0,9.0,15.0,5.0,10.0,23.0,3.0,2.46,47.5,-120.5
Washington,WA,,28.0,,0.0,1419.0,116.0,168.0,0.0,2020-08-25,2020.0,8.0,West,341,17284,1172,0,13165.0,14731.0,112.0,110.0,9947.0,12293.0,148.0,131.0,19523.0,17803.0,1720.0,19261.0,17626.0,1635.0,32.0,29.0,6375.0,9.0,15.0,5.0,10.0,23.0,3.0,2.46,47.5,-120.5
Washington,WA,,25.0,,0.0,550.0,41.0,85.0,0.0,2020-09-29,2020.0,9.0,West,219,13259,743,0,13165.0,14731.0,112.0,110.0,9947.0,12293.0,148.0,131.0,19523.0,17803.0,1720.0,19261.0,17626.0,1635.0,32.0,29.0,6375.0,9.0,15.0,5.0,10.0,23.0,3.0,2.46,47.5,-120.5
Washington,WA,,20.0,,0.0,766.0,44.0,40.0,0.0,2020-10-27,2020.0,10.0,West,242,21868,1039,0,13165.0,14731.0,112.0,110.0,9947.0,12293.0,148.0,131.0,19523.0,17803.0,1720.0,19261.0,17626.0,1635.0,32.0,29.0,6375.0,9.0,15.0,5.0,10.0,23.0,3.0,2.46,47.5,-120.5
Washington,WA,,128.0,,0.0,227.0,215.0,20.0,1.0,2020-11-24,2020.0,11.0,West,337,64133,2237,0,13165.0,14731.0,112.0,110.0,9947.0,12293.0,148.0,131.0,19523.0,17803.0,1720.0,19261.0,17626.0,1635.0,32.0,29.0,6375.0,9.0,15.0,5.0,10.0,23.0,3.0,2.46,47.5,-120.5
Washington,WA,,466.0,,0.0,3599.0,3599.0,1432.0,2.0,2020-12-29,2020.0,12.0,West,717,66590,3812,0,13165.0,14731.0,112.0,110.0,9947.0,12293.0,148.0,131.0,19523.0,17803.0,1720.0,19261.0,17626.0,1635.0,32.0,29.0,6375.0,9.0,15.0,5.0,10.0,23.0,3.0,2.46,47.5,-120.5
Washington,WA,,258.0,,1.0,1340.0,1495.0,3037.0,5.0,2021-01-26,2021.0,1.0,West,865,69269,3135,0,13165.0,14731.0,112.0,110.0,9947.0,12293.0,148.0,131.0,19523.0,17803.0,1720.0,19261.0,17626.0,1635.0,32.0,29.0,6375.0,9.0,15.0,5.0,10.0,23.0,3.0,2.46,47.5,-120.5
West Virginia,WV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-29,2020.0,4.0,South,40,956,-1,44541,3193.0,2976.0,96.0,132.0,3098.0,4047.0,99.0,97.0,6775.0,5989.0,786.0,6800.0,5979.0,821.0,15.0,11.0,2074.0,6.0,11.0,4.0,8.0,1.0,1.0,1.32,38.63,-80.73
West Virginia,WV,42.0,8.0,0.0,0.0,1087.0,102.0,0.0,0.0,2020-05-27,2020.0,5.0,South,34,892,0,53081,3193.0,2976.0,96.0,132.0,3098.0,4047.0,99.0,97.0,6775.0,5989.0,786.0,6800.0,5979.0,821.0,15.0,11.0,2074.0,6.0,11.0,4.0,8.0,1.0,1.0,1.32,38.63,-80.73
West Virginia,WV,3990.0,7.0,13.0,0.0,3998.0,24.0,125.0,0.0,2020-06-30,2020.0,6.0,South,18,895,0,74041,3193.0,2976.0,96.0,132.0,3098.0,4047.0,99.0,97.0,6775.0,5989.0,786.0,6800.0,5979.0,821.0,15.0,11.0,2074.0,6.0,11.0,4.0,8.0,1.0,1.0,1.32,38.63,-80.73
West Virginia,WV,156.0,10.0,11.0,0.0,57.0,0.0,1.0,0.0,2020-07-28,2020.0,7.0,South,23,3737,0,112185,3193.0,2976.0,96.0,132.0,3098.0,4047.0,99.0,97.0,6775.0,5989.0,786.0,6800.0,5979.0,821.0,15.0,11.0,2074.0,6.0,11.0,4.0,8.0,1.0,1.0,1.32,38.63,-80.73
West Virginia,WV,439.0,37.0,27.0,0.0,244.0,4.0,1.0,0.0,2020-08-25,2020.0,8.0,South,98,3608,0,152015,3193.0,2976.0,96.0,132.0,3098.0,4047.0,99.0,97.0,6775.0,5989.0,786.0,6800.0,5979.0,821.0,15.0,11.0,2074.0,6.0,11.0,4.0,8.0,1.0,1.0,1.32,38.63,-80.73
West Virginia,WV,1019.0,71.0,66.0,0.0,1224.0,195.0,187.0,1.0,2020-09-29,2020.0,9.0,South,136,5598,0,125250,3193.0,2976.0,96.0,132.0,3098.0,4047.0,99.0,97.0,6775.0,5989.0,786.0,6800.0,5979.0,821.0,15.0,11.0,2074.0,6.0,11.0,4.0,8.0,1.0,1.0,1.32,38.63,-80.73
West Virginia,WV,1241.0,29.0,41.0,0.0,184.0,12.0,6.0,1.0,2020-10-27,2020.0,10.0,South,107,8612,0,215496,3193.0,2976.0,96.0,132.0,3098.0,4047.0,99.0,97.0,6775.0,5989.0,786.0,6800.0,5979.0,821.0,15.0,11.0,2074.0,6.0,11.0,4.0,8.0,1.0,1.0,1.32,38.63,-80.73
West Virginia,WV,-1331.0,74.0,49.0,0.0,1001.0,313.0,274.0,0.0,2020-11-24,2020.0,11.0,South,278,23382,0,354347,3193.0,2976.0,96.0,132.0,3098.0,4047.0,99.0,97.0,6775.0,5989.0,786.0,6800.0,5979.0,821.0,15.0,11.0,2074.0,6.0,11.0,4.0,8.0,1.0,1.0,1.32,38.63,-80.73
West Virginia,WV,1298.0,114.0,119.0,0.0,999.0,555.0,353.0,2.0,2020-12-29,2020.0,12.0,South,603,37492,0,367736,3193.0,2976.0,96.0,132.0,3098.0,4047.0,99.0,97.0,6775.0,5989.0,786.0,6800.0,5979.0,821.0,15.0,11.0,2074.0,6.0,11.0,4.0,8.0,1.0,1.0,1.32,38.63,-80.73
West Virginia,WV,1312.0,78.0,83.0,1.0,642.0,340.0,437.0,0.0,2021-01-26,2021.0,1.0,South,686,35667,0,422962,3193.0,2976.0,96.0,132.0,3098.0,4047.0,99.0,97.0,6775.0,5989.0,786.0,6800.0,5979.0,821.0,15.0,11.0,2074.0,6.0,11.0,4.0,8.0,1.0,1.0,1.32,38.63,-80.73
Wisconsin,WI,,13.0,0.0,0.0,46.0,18.0,0.0,0.0,2020-04-29,2020.0,4.0,Midwest,300,6467,1175,0,11774.0,16324.0,132.0,136.0,14417.0,20380.0,108.0,109.0,24064.0,22473.0,1591.0,23956.0,22405.0,1551.0,41.0,39.0,8980.0,17.0,38.0,8.0,18.0,14.0,1.0,1.8,44.5,-90.0
Wisconsin,WI,,21.0,0.0,0.0,1330.0,47.0,0.0,0.0,2020-05-27,2020.0,5.0,Midwest,276,12512,1071,0,11774.0,16324.0,132.0,136.0,14417.0,20380.0,108.0,109.0,24064.0,22473.0,1591.0,23956.0,22405.0,1551.0,41.0,39.0,8980.0,17.0,38.0,8.0,18.0,14.0,1.0,1.8,44.5,-90.0
Wisconsin,WI,,30.0,40.0,0.0,13009.0,213.0,231.0,0.0,2020-06-30,2020.0,6.0,Midwest,192,11098,863,0,11774.0,16324.0,132.0,136.0,14417.0,20380.0,108.0,109.0,24064.0,22473.0,1591.0,23956.0,22405.0,1551.0,41.0,39.0,8980.0,17.0,38.0,8.0,18.0,14.0,1.0,1.8,44.5,-90.0
Wisconsin,WI,,46.0,29.0,0.0,10775.0,21.0,31.0,0.0,2020-07-28,2020.0,7.0,Midwest,157,25272,1191,0,11774.0,16324.0,132.0,136.0,14417.0,20380.0,108.0,109.0,24064.0,22473.0,1591.0,23956.0,22405.0,1551.0,41.0,39.0,8980.0,17.0,38.0,8.0,18.0,14.0,1.0,1.8,44.5,-90.0
Wisconsin,WI,,75.0,51.0,0.0,3512.0,325.0,49.0,0.0,2020-08-25,2020.0,8.0,Midwest,189,23634,1180,0,11774.0,16324.0,132.0,136.0,14417.0,20380.0,108.0,109.0,24064.0,22473.0,1591.0,23956.0,22405.0,1551.0,41.0,39.0,8980.0,17.0,38.0,8.0,18.0,14.0,1.0,1.8,44.5,-90.0
Wisconsin,WI,,203.0,144.0,0.0,12470.0,949.0,662.0,0.0,2020-09-29,2020.0,9.0,Midwest,207,48555,1483,0,11774.0,16324.0,132.0,136.0,14417.0,20380.0,108.0,109.0,24064.0,22473.0,1591.0,23956.0,22405.0,1551.0,41.0,39.0,8980.0,17.0,38.0,8.0,18.0,14.0,1.0,1.8,44.5,-90.0
Wisconsin,WI,,493.0,399.0,0.0,10923.0,2272.0,1434.0,3.0,2020-10-27,2020.0,10.0,Midwest,755,108747,4074,0,11774.0,16324.0,132.0,136.0,14417.0,20380.0,108.0,109.0,24064.0,22473.0,1591.0,23956.0,22405.0,1551.0,41.0,39.0,8980.0,17.0,38.0,8.0,18.0,14.0,1.0,1.8,44.5,-90.0
Wisconsin,WI,,855.0,778.0,0.0,19090.0,4381.0,3796.0,8.0,2020-11-24,2020.0,11.0,Midwest,1402,173860,5721,0,11774.0,16324.0,132.0,136.0,14417.0,20380.0,108.0,109.0,24064.0,22473.0,1591.0,23956.0,22405.0,1551.0,41.0,39.0,8980.0,17.0,38.0,8.0,18.0,14.0,1.0,1.8,44.5,-90.0
Wisconsin,WI,,448.0,631.0,0.0,8060.0,2020.0,3299.0,12.0,2020-12-29,2020.0,12.0,Midwest,1748,108708,4255,0,11774.0,16324.0,132.0,136.0,14417.0,20380.0,108.0,109.0,24064.0,22473.0,1591.0,23956.0,22405.0,1551.0,41.0,39.0,8980.0,17.0,38.0,8.0,18.0,14.0,1.0,1.8,44.5,-90.0
Wisconsin,WI,,226.0,252.0,0.0,6664.0,499.0,873.0,2.0,2021-01-26,2021.0,1.0,Midwest,1192,71702,2948,0,11774.0,16324.0,132.0,136.0,14417.0,20380.0,108.0,109.0,24064.0,22473.0,1591.0,23956.0,22405.0,1551.0,41.0,39.0,8980.0,17.0,38.0,8.0,18.0,14.0,1.0,1.8,44.5,-90.0
Wyoming,WY,10.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,2020-04-29,2020.0,4.0,West,7,450,39,8738,2795.0,1736.0,78.0,82.0,2914.0,1772.0,75.0,80.0,2543.0,2207.0,336.0,2479.0,2142.0,337.0,7.0,7.0,1001.0,0.0,5.0,2.0,3.0,4.0,0.0,3.2,43.0,-107.5
Wyoming,WY,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2020-05-29,2020.0,5.0,West,9,344,29,15765,2795.0,1736.0,78.0,82.0,2914.0,1772.0,75.0,80.0,2543.0,2207.0,336.0,2479.0,2142.0,337.0,7.0,7.0,1001.0,0.0,5.0,2.0,3.0,4.0,0.0,3.2,43.0,-107.5
Wyoming,WY,4.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,2020-06-26,2020.0,6.0,West,4,584,32,22862,2795.0,1736.0,78.0,82.0,2914.0,1772.0,75.0,80.0,2543.0,2207.0,336.0,2479.0,2142.0,337.0,7.0,7.0,1001.0,0.0,5.0,2.0,3.0,4.0,0.0,3.2,43.0,-107.5
Wyoming,WY,360.0,7.0,0.0,0.0,805.0,12.0,0.0,0.0,2020-07-22,2020.0,7.0,West,6,1239,49,31380,2795.0,1736.0,78.0,82.0,2914.0,1772.0,75.0,80.0,2543.0,2207.0,336.0,2479.0,2142.0,337.0,7.0,7.0,1001.0,0.0,5.0,2.0,3.0,4.0,0.0,3.2,43.0,-107.5
Wyoming,WY,650.0,21.0,26.0,0.0,1102.0,89.0,90.0,0.0,2020-08-27,2020.0,8.0,West,11,1116,49,39030,2795.0,1736.0,78.0,82.0,2914.0,1772.0,75.0,80.0,2543.0,2207.0,336.0,2479.0,2142.0,337.0,7.0,7.0,1001.0,0.0,5.0,2.0,3.0,4.0,0.0,3.2,43.0,-107.5
Wyoming,WY,0.0,10.0,7.0,0.0,8227.0,6.0,17.0,0.0,2020-09-25,2020.0,9.0,West,13,2106,57,57676,2795.0,1736.0,78.0,82.0,2914.0,1772.0,75.0,80.0,2543.0,2207.0,336.0,2479.0,2142.0,337.0,7.0,7.0,1001.0,0.0,5.0,2.0,3.0,4.0,0.0,3.2,43.0,-107.5
Wyoming,WY,0.0,30.0,13.0,0.0,0.0,18.0,1.0,0.0,2020-10-29,2020.0,10.0,West,37,7350,167,105545,2795.0,1736.0,78.0,82.0,2914.0,1772.0,75.0,80.0,2543.0,2207.0,336.0,2479.0,2142.0,337.0,7.0,7.0,1001.0,0.0,5.0,2.0,3.0,4.0,0.0,3.2,43.0,-107.5
Wyoming,WY,0.0,116.0,107.0,0.0,2137.0,311.0,295.0,0.0,2020-11-30,2020.0,11.0,West,128,20007,345,135669,2795.0,1736.0,78.0,82.0,2914.0,1772.0,75.0,80.0,2543.0,2207.0,336.0,2479.0,2142.0,337.0,7.0,7.0,1001.0,0.0,5.0,2.0,3.0,4.0,0.0,3.2,43.0,-107.5
Wyoming,WY,0.0,40.0,59.0,0.0,4025.0,124.0,52.0,1.0,2020-12-29,2020.0,12.0,West,223,11104,318,82197,2795.0,1736.0,78.0,82.0,2914.0,1772.0,75.0,80.0,2543.0,2207.0,336.0,2479.0,2142.0,337.0,7.0,7.0,1001.0,0.0,5.0,2.0,3.0,4.0,0.0,3.2,43.0,-107.5
Wyoming,WY,0.0,10.0,16.0,0.0,2164.0,23.0,111.0,0.0,2021-01-19,2021.0,1.0,West,158,7503,182,133201,2795.0,1736.0,78.0,82.0,2914.0,1772.0,75.0,80.0,2543.0,2207.0,336.0,2479.0,2142.0,337.0,7.0,7.0,1001.0,0.0,5.0,2.0,3.0,4.0,0.0,3.2,43.0,-107.5
