name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,as_of_date_month_year,year,month,region
Alabama,AL,568,951,800,3,14694,1369,1198,60,1/25/21,01-2021,2021,1,South
Alabama,AL,568,907,774,3,14552,1294,1138,57,1/18/21,01-2021,2021,1,South
Alabama,AL,568,863,550,2,14447,1262,1026,54,1/12/21,01-2021,2021,1,South
Alabama,AL,568,863,550,2,14447,1262,1026,54,1/5/21,01-2021,2021,1,South
Alaska,AK,,268,11,0,19858,2294,2,5,1/25/21,01-2021,2021,1,West
Alaska,AK,,256,11,0,19213,2269,2,5,1/19/21,01-2021,2021,1,West
Alaska,AK,,256,11,0,18507,2222,2,5,1/12/21,01-2021,2021,1,West
Alaska,AK,,232,11,0,17155,2153,2,5,1/5/21,01-2021,2021,1,West
Arizona,AZ,,2429,1911,1,43447,9547,7563,47,1/26/21,01-2021,2021,1,West
Arizona,AZ,,2254,1775,1,43396,8778,7138,45,1/19/21,01-2021,2021,1,West
Arizona,AZ,,2137,1693,1,43136,8042,6591,44,1/12/21,01-2021,2021,1,West
Arizona,AZ,,1930,1539,1,43016,7608,5781,39,1/5/21,01-2021,2021,1,West
Arkansas,AR,5114,813,381,4,19960,10905,10791,52,1/26/21,01-2021,2021,1,South
Arkansas,AR,5114,813,381,4,19960,10877,10720,52,1/19/21,01-2021,2021,1,South
Arkansas,AR,5114,813,381,4,19960,10832,10696,51,1/12/21,01-2021,2021,1,South
Arkansas,AR,5114,813,381,4,19960,10741,10455,51,1/5/21,01-2021,2021,1,South
California,CA,,15012,13676,22,116347,46595,43309,187,1/26/21,01-2021,2021,1,West
California,CA,,14560,12421,19,116167,45486,40696,175,1/19/21,01-2021,2021,1,West
California,CA,,13957,11311,13,115858,44079,38028,162,1/12/21,01-2021,2021,1,West
California,CA,,12993,8962,11,115726,41562,33784,139,1/5/21,01-2021,2021,1,West
Colorado,CO,,1453,190,0,150662,8147,987,27,1/26/21,01-2021,2021,1,West
Colorado,CO,,1435,190,0,145871,8006,987,25,1/20/21,01-2021,2021,1,West
Colorado,CO,,1368,190,0,139888,7842,987,25,1/12/21,01-2021,2021,1,West
Colorado,CO,,1316,190,0,133447,7512,987,25,1/5/21,01-2021,2021,1,West
Connecticut,CT,35339,1411,1165,0,48558,3723,3445,19,1/26/21,01-2021,2021,1,Northeast
Connecticut,CT,34512,1313,1026,0,44161,3547,3225,17,1/19/21,01-2021,2021,1,Northeast
Connecticut,CT,32328,1234,947,0,44161,3508,3140,16,1/14/21,01-2021,2021,1,Northeast
Connecticut,CT,30106,1127,871,0,38489,3289,2756,14,1/5/21,01-2021,2021,1,Northeast
Delaware,DE,2568,573,468,1,10270,1899,1704,12,1/11/21,01-2021,2021,1,South
Federal,US,,6022,4032,3,100601,47183,43624,222,1/26/21,01-2021,2021,1,Federal
Federal,US,,5772,3792,3,99247,45317,40895,216,1/19/21,01-2021,2021,1,Federal
Federal,US,,5605,3553,3,98614,44757,39695,204,1/15/21,01-2021,2021,1,Federal
Federal,US,,4835,2997,3,96647,42066,35596,196,1/5/21,01-2021,2021,1,Federal
Florida,FL,7643,5104,4574,6,85222,17753,17474,205,1/26/21,01-2021,2021,1,South
Florida,FL,7643,4955,4373,6,85222,17734,17375,205,1/19/21,01-2021,2021,1,South
Florida,FL,7643,4953,4237,5,85222,17614,17332,204,1/13/21,01-2021,2021,1,South
Florida,FL,7643,4603,4011,5,85222,17560,17307,196,1/6/21,01-2021,2021,1,South
Georgia,GA,,1539,1377,2,,3314,2899,88,1/27/21,01-2021,2021,1,South
Georgia,GA,,1473,1288,2,,3056,2690,88,1/19/21,01-2021,2021,1,South
Georgia,GA,,1411,1224,2,,2893,2639,87,1/12/21,01-2021,2021,1,South
Georgia,GA,,1335,1167,2,,2785,2530,85,1/5/21,01-2021,2021,1,South
Hawaii,HI,,216,196,0,13989,1872,1851,2,1/26/21,01-2021,2021,1,West
Hawaii,HI,,211,194,0,13797,1871,1798,2,1/19/21,01-2021,2021,1,West
Hawaii,HI,,208,189,0,13672,1870,1751,2,1/12/21,01-2021,2021,1,West
Hawaii,HI,,204,175,0,13229,1816,1557,1,1/5/21,01-2021,2021,1,West
Idaho,ID,5150,445,419,0,10143,3966,2580,6,1/26/21,01-2021,2021,1,West
Idaho,ID,4454,424,404,0,9959,3909,2495,6,1/19/21,01-2021,2021,1,West
Idaho,ID,4315,410,394,0,9930,3836,2495,6,1/12/21,01-2021,2021,1,West
Idaho,ID,4296,401,381,0,9872,3775,2359,6,1/5/21,01-2021,2021,1,West
Illinois,IL,60577,3902,3732,1,187630,10197,9533,84,1/26/21,01-2021,2021,1,Midwest
Illinois,IL,47134,3807,3576,1,135368,9973,8959,80,1/19/21,01-2021,2021,1,Midwest
Illinois,IL,39154,3703,3451,1,112223,9561,7757,80,1/12/21,01-2021,2021,1,Midwest
Illinois,IL,30782,3532,3283,1,74923,8828,6930,70,1/5/21,01-2021,2021,1,Midwest
Indiana,IN,5376,1463,1352,4,14981,3234,3310,49,1/26/21,01-2021,2021,1,Midwest
Indiana,IN,5296,1437,1313,4,14418,3123,3260,49,1/19/21,01-2021,2021,1,Midwest
Indiana,IN,5219,1406,1264,4,13638,3092,3179,48,1/12/21,01-2021,2021,1,Midwest
Indiana,IN,5079,1356,1180,4,13589,3038,3115,46,1/5/21,01-2021,2021,1,Midwest
Iowa,IA,,678,653,2,37634,4427,4310,14,1/26/21,01-2021,2021,1,Midwest
Iowa,IA,,670,638,2,36539,4332,4150,14,1/19/21,01-2021,2021,1,Midwest
Iowa,IA,,651,615,2,35231,4240,4070,14,1/12/21,01-2021,2021,1,Midwest
Iowa,IA,,628,599,2,33660,4091,3947,13,1/5/21,01-2021,2021,1,Midwest
Kansas,KS,2150,1121,161,5,10918,5761,1018,14,1/28/21,01-2021,2021,1,Midwest
Kansas,KS,2150,1085,161,5,10918,5420,1018,13,1/21/21,01-2021,2021,1,Midwest
Kansas,KS,2150,1031,161,5,10918,5361,1018,13,1/11/21,01-2021,2021,1,Midwest
Kansas,KS,2150,1014,161,4,10918,5301,1018,13,1/7/21,01-2021,2021,1,Midwest
Kentucky,KY,81,898,778,5,44,6729,6112,42,1/26/21,01-2021,2021,1,South
Kentucky,KY,81,835,676,5,44,6596,4329,39,1/19/21,01-2021,2021,1,South
Kentucky,KY,81,712,531,5,44,5296,4071,39,1/12/21,01-2021,2021,1,South
Kentucky,KY,81,624,536,5,44,4396,3756,37,1/5/21,01-2021,2021,1,South
Louisiana,LA,2361,843,769,6,7727,2819,2689,33,1/26/21,01-2021,2021,1,South
Louisiana,LA,2325,808,735,5,7529,2792,2621,33,1/19/21,01-2021,2021,1,South
Louisiana,LA,2295,789,721,5,7481,2765,2595,31,1/12/21,01-2021,2021,1,South
Louisiana,LA,2254,752,683,5,7399,2695,2573,31,1/5/21,01-2021,2021,1,South
Maine,ME,,52,47,0,6947,157,150,1,1/26/21,01-2021,2021,1,Northeast
Maine,ME,,52,46,0,6890,157,150,1,1/19/21,01-2021,2021,1,Northeast
Maine,ME,,50,46,0,6740,157,150,1,1/12/21,01-2021,2021,1,Northeast
Maine,ME,,46,41,0,6686,156,145,1,1/5/21,01-2021,2021,1,Northeast
Maryland,MD,42881,1949,1747,4,51490,3842,3532,20,1/25/21,01-2021,2021,1,South
Maryland,MD,42862,1885,1666,2,49665,3625,3332,19,1/19/21,01-2021,2021,1,South
Maryland,MD,42199,1823,1575,2,48360,3422,3151,19,1/11/21,01-2021,2021,1,South
Maryland,MD,41833,1732,1428,2,48197,3259,2899,18,1/4/21,01-2021,2021,1,South
Massachusetts,MA,,867,169,0,24878,2861,382,19,1/27/21,01-2021,2021,1,Northeast
Massachusetts,MA,,834,169,0,23983,2664,382,19,1/20/21,01-2021,2021,1,Northeast
Massachusetts,MA,,807,169,0,23890,2599,382,17,1/13/21,01-2021,2021,1,Northeast
Massachusetts,MA,,764,169,0,23289,2325,382,15,1/6/21,01-2021,2021,1,Northeast
Michigan,MI,119910,3408,1877,4,466640,24120,19238,132,1/26/21,01-2021,2021,1,Midwest
Michigan,MI,109911,3294,1877,4,449732,23748,17286,127,1/19/21,01-2021,2021,1,Midwest
Michigan,MI,109911,3192,1877,4,433511,23335,14816,123,1/12/21,01-2021,2021,1,Midwest
Michigan,MI,98158,3067,1877,4,418846,22629,10815,121,1/5/21,01-2021,2021,1,Midwest
Minnesota,MN,0,982,803,0,91994,3864,3617,11,1/26/21,01-2021,2021,1,Midwest
Minnesota,MN,0,973,792,0,90583,3831,3449,11,1/19/21,01-2021,2021,1,Midwest
Minnesota,MN,0,968,784,0,89306,3804,3438,11,1/12/21,01-2021,2021,1,Midwest
Minnesota,MN,0,945,768,0,87156,3749,3327,9,1/5/21,01-2021,2021,1,Midwest
Mississippi,MS,573,221,161,2,3312,1389,1362,22,1/27/21,01-2021,2021,1,South
Mississippi,MS,573,221,161,2,3312,1389,1362,22,1/19/21,01-2021,2021,1,South
Mississippi,MS,573,221,161,2,3312,1389,1362,22,1/13/21,01-2021,2021,1,South
Mississippi,MS,573,220,161,2,3312,1389,1362,22,1/6/21,01-2021,2021,1,South
Missouri,MO,12740,2484,2388,5,70225,5335,5256,42,1/27/21,01-2021,2021,1,Midwest
Missouri,MO,12700,2456,2359,5,69017,5288,5217,42,1/20/21,01-2021,2021,1,Midwest
Missouri,MO,12644,2453,2267,5,66527,5235,5120,42,1/12/21,01-2021,2021,1,Midwest
Missouri,MO,12498,2303,2207,5,65007,5204,5058,41,1/5/21,01-2021,2021,1,Midwest
Montana,MT,466,287,3,0,1924,1127,3,6,1/26/21,01-2021,2021,1,West
Montana,MT,466,263,3,0,1924,1124,3,6,1/11/21,01-2021,2021,1,West
Montana,MT,466,262,3,0,1924,1124,3,6,1/5/21,01-2021,2021,1,West
Nebraska,NE,,461,375,0,6464,932,871,6,1/22/21,01-2021,2021,1,Midwest
Nebraska,NE,,461,375,0,6282,890,863,6,1/15/21,01-2021,2021,1,Midwest
Nebraska,NE,,461,375,0,6059,876,810,6,1/4/21,01-2021,2021,1,Midwest
Nevada,NV,2648,1007,68,4,12368,4607,28,46,1/26/21,01-2021,2021,1,West
Nevada,NV,2648,946,68,4,12368,3720,28,45,1/19/21,01-2021,2021,1,West
Nevada,NV,2648,819,68,3,12368,2612,28,39,1/12/21,01-2021,2021,1,West
Nevada,NV,2648,813,68,2,12368,2612,28,10,1/5/21,01-2021,2021,1,West
New Hampshire,NH,15,163,160,0,1321,430,414,2,1/26/21,01-2021,2021,1,Northeast
New Hampshire,NH,15,160,149,0,1267,417,391,2,1/19/21,01-2021,2021,1,Northeast
New Hampshire,NH,15,154,142,0,1267,407,363,2,1/12/21,01-2021,2021,1,Northeast
New Hampshire,NH,15,145,142,0,1122,373,363,1,1/5/21,01-2021,2021,1,Northeast
New Jersey,NJ,61000,2007,1189,3,139949,4283,,52,1/26/21,01-2021,2021,1,Northeast
New Jersey,NJ,61000,1933,1189,3,139949,3956,,52,1/19/21,01-2021,2021,1,Northeast
New Jersey,NJ,61000,1674,1189,3,139949,3620,,52,1/12/21,01-2021,2021,1,Northeast
New Jersey,NJ,61000,1674,1189,3,139949,3620,,52,1/5/21,01-2021,2021,1,Northeast
New Mexico,NM,194,877,749,0,30681,2489,2261,26,1/26/21,01-2021,2021,1,West
New Mexico,NM,194,868,685,0,30476,2441,2206,26,1/19/21,01-2021,2021,1,West
New Mexico,NM,194,848,654,0,29228,2367,2124,25,1/12/21,01-2021,2021,1,West
New Mexico,NM,194,829,650,0,26959,2294,2060,24,1/5/21,01-2021,2021,1,West
New York,NY,,4187,3657,7,56725,4808,3832,30,1/26/21,01-2021,2021,1,Northeast
New York,NY,,3952,3657,7,56091,4502,3379,29,1/20/21,01-2021,2021,1,Northeast
New York,NY,,3618,2813,6,52541,3804,2944,28,1/12/21,01-2021,2021,1,Northeast
New York,NY,,3242,2370,6,49215,3337,2524,24,1/5/21,01-2021,2021,1,Northeast
North Carolina,NC,49545,3248,2782,7,92076,8703,7252,42,1/26/21,01-2021,2021,1,South
North Carolina,NC,49453,3040,2487,7,89090,8360,6966,40,1/20/21,01-2021,2021,1,South
North Carolina,NC,41652,2900,2213,7,86460,8132,6704,39,1/12/21,01-2021,2021,1,South
North Carolina,NC,38135,2730,2050,7,81779,7670,6527,36,1/5/21,01-2021,2021,1,South
North Dakota,ND,16353,262,255,1,21959,617,613,1,1/26/21,01-2021,2021,1,Midwest
North Dakota,ND,15587,257,242,1,21101,614,612,1,1/19/21,01-2021,2021,1,Midwest
North Dakota,ND,15160,250,239,0,20456,614,612,1,1/12/21,01-2021,2021,1,Midwest
North Dakota,ND,14613,243,237,0,19104,613,612,1,1/5/21,01-2021,2021,1,Midwest
Ohio,OH,,4377,4115,9,55030,9196,7037,132,1/26/21,01-2021,2021,1,Midwest
Ohio,OH,,4350,4027,9,54462,9154,7006,131,1/22/21,01-2021,2021,1,Midwest
Ohio,OH,,4220,3812,8,53333,9046,6954,129,1/15/21,01-2021,2021,1,Midwest
Ohio,OH,,3912,3389,8,51404,8868,6802,127,1/5/21,01-2021,2021,1,Midwest
Oklahoma,OK,9929,932,298,3,27407,6963,3654,45,1/26/21,01-2021,2021,1,South
Oklahoma,OK,9286,915,298,3,27052,6939,3654,44,1/19/21,01-2021,2021,1,South
Oklahoma,OK,8721,886,298,3,26868,6885,3654,43,1/12/21,01-2021,2021,1,South
Oklahoma,OK,8021,844,298,3,26403,6855,3654,43,1/5/21,01-2021,2021,1,South
Oregon,OR,,791,695,0,18443,3305,2885,40,1/27/21,01-2021,2021,1,West
Oregon,OR,,757,603,0,18269,3131,2615,33,1/19/21,01-2021,2021,1,West
Oregon,OR,,733,553,0,17620,2908,2178,27,1/12/21,01-2021,2021,1,West
Oregon,OR,,671,491,0,16669,2588,1899,24,1/5/21,01-2021,2021,1,West
Pennsylvania,PA,9574,4368,3702,6,63379,9520,8091,97,1/26/21,01-2021,2021,1,Northeast
Pennsylvania,PA,7587,3539,3366,5,63321,9205,7362,90,1/19/21,01-2021,2021,1,Northeast
Pennsylvania,PA,6989,3298,3153,5,61682,8129,6289,82,1/12/21,01-2021,2021,1,Northeast
Pennsylvania,PA,6515,3078,2785,3,60349,7432,5351,70,1/5/21,01-2021,2021,1,Northeast
Rhode Island,RI,1194,375,367,1,1679,1104,1065,2,1/27/21,01-2021,2021,1,Northeast
Rhode Island,RI,1194,371,357,1,1679,1083,1039,2,1/21/21,01-2021,2021,1,Northeast
Rhode Island,RI,1194,364,350,1,1679,1060,987,2,1/14/21,01-2021,2021,1,Northeast
Rhode Island,RI,1194,316,295,1,1679,987,934,2,1/4/21,01-2021,2021,1,Northeast
South Carolina,SC,425,916,771,2,9059,2941,2648,37,1/26/21,01-2021,2021,1,South
South Carolina,SC,425,859,695,2,9059,2919,2398,37,1/19/21,01-2021,2021,1,South
South Carolina,SC,425,823,681,2,8889,2803,2347,35,1/13/21,01-2021,2021,1,South
South Carolina,SC,425,756,603,2,23406,2728,2347,34,1/5/21,01-2021,2021,1,South
South Dakota,SD,403,184,183,0,6880,2337,2329,7,1/26/21,01-2021,2021,1,Midwest
South Dakota,SD,400,183,180,0,6772,2336,2328,6,1/19/21,01-2021,2021,1,Midwest
South Dakota,SD,397,181,179,0,6692,2336,2323,6,1/12/21,01-2021,2021,1,Midwest
South Dakota,SD,395,180,177,0,6561,2333,2323,6,1/5/21,01-2021,2021,1,Midwest
Tennessee,TN,9129,1437,1263,4,36770,6469,6358,39,1/26/21,01-2021,2021,1,South
Tennessee,TN,9072,1417,1230,4,36507,6439,6328,38,1/19/21,01-2021,2021,1,South
Tennessee,TN,9072,1383,1102,3,35956,6392,6271,35,1/12/21,01-2021,2021,1,South
Tennessee,TN,9072,1306,1026,3,35630,6353,6233,34,1/5/21,01-2021,2021,1,South
Texas,TX,141791,10323,8970,37,356629,32622,28476,181,1/26/21,01-2021,2021,1,South
Texas,TX,135515,10001,8399,36,349212,32284,27333,177,1/19/21,01-2021,2021,1,South
Texas,TX,129299,9639,7965,34,333122,31322,26540,177,1/12/21,01-2021,2021,1,South
Texas,TX,123234,9009,7477,34,314230,30115,25850,177,1/5/21,01-2021,2021,1,South
Utah,UT,,364,311,0,20683,3122,2387,15,1/26/21,01-2021,2021,1,West
Utah,UT,,364,311,0,20177,3101,2374,15,1/20/21,01-2021,2021,1,West
Utah,UT,,325,251,0,19110,3057,2111,15,1/11/21,01-2021,2021,1,West
Utah,UT,,312,238,0,18310,3017,1777,15,1/6/21,01-2021,2021,1,West
Vermont,VT,2022,50,39,0,12722,244,242,0,1/26/21,01-2021,2021,1,Northeast
Vermont,VT,2022,41,36,0,12056,244,241,0,1/19/21,01-2021,2021,1,Northeast
Vermont,VT,2022,38,36,0,11738,243,241,0,1/12/21,01-2021,2021,1,Northeast
Vermont,VT,2022,32,36,0,11335,243,241,0,1/5/21,01-2021,2021,1,Northeast
Virginia,VA,16092,2188,1874,3,81392,8302,7482,53,1/26/21,01-2021,2021,1,South
Virginia,VA,16092,2188,1874,3,81392,8107,7482,52,1/20/21,01-2021,2021,1,South
Virginia,VA,16092,2049,1689,2,79327,7784,7482,50,1/12/21,01-2021,2021,1,South
Virginia,VA,16092,1901,1551,2,76801,7495,7482,47,1/5/21,01-2021,2021,1,South
Washington,WA,,1048,,2,11276,5825,4982,10,1/26/21,01-2021,2021,1,West
Washington,WA,,995,,2,11276,5670,4303,9,1/19/21,01-2021,2021,1,West
Washington,WA,,946,,2,10978,5372,3866,8,1/12/21,01-2021,2021,1,West
Washington,WA,,873,,2,10540,4934,3367,7,1/5/21,01-2021,2021,1,West
West Virginia,WV,8369,429,410,1,9466,1545,1384,4,1/26/21,01-2021,2021,1,South
West Virginia,WV,8043,412,397,1,9188,1397,1272,4,1/19/21,01-2021,2021,1,South
West Virginia,WV,7686,400,375,1,9001,1302,1205,4,1/12/21,01-2021,2021,1,South
West Virginia,WV,7379,373,340,1,8954,1224,1145,4,1/5/21,01-2021,2021,1,South
Wisconsin,WI,,2415,2349,0,85970,10745,10406,25,1/26/21,01-2021,2021,1,Midwest
Wisconsin,WI,,2377,2295,0,84692,10642,10372,25,1/19/21,01-2021,2021,1,Midwest
Wisconsin,WI,,2339,2238,0,82279,10544,10218,25,1/12/21,01-2021,2021,1,Midwest
Wisconsin,WI,,2260,2186,0,79958,10476,10026,23,1/5/21,01-2021,2021,1,Midwest
Wyoming,WY,1030,235,229,0,18521,583,566,1,1/19/21,01-2021,2021,1,West
Alabama,AL,568,2,10,0,17,0,8,0,3/31/20,03-2020,2020,3,South
Alabama,AL,568,1,10,0,17,0,8,0,3/26/20,03-2020,2020,3,South
Alabama,AL,568,13,10,0,78,4,8,1,4/28/20,04-2020,2020,4,South
Alabama,AL,568,8,10,0,63,4,8,1,4/21/20,04-2020,2020,4,South
Alabama,AL,568,6,10,0,50,0,8,0,4/13/20,04-2020,2020,4,South
Alabama,AL,568,6,10,0,30,0,8,0,4/6/20,04-2020,2020,4,South
Alabama,AL,568,55,10,0,152,11,8,1,5/26/20,05-2020,2020,5,South
Alabama,AL,568,36,10,0,138,9,8,1,5/19/20,05-2020,2020,5,South
Alabama,AL,568,25,10,0,125,9,8,1,5/13/20,05-2020,2020,5,South
Alabama,AL,568,17,10,0,102,8,8,1,5/6/20,05-2020,2020,5,South
Alabama,AL,568,166,84,1,329,68,18,7,6/30/20,06-2020,2020,6,South
Alabama,AL,568,149,53,0,289,54,14,4,6/23/20,06-2020,2020,6,South
Alabama,AL,568,131,33,0,265,43,14,4,6/15/20,06-2020,2020,6,South
Alabama,AL,568,102,27,0,220,27,8,2,6/9/20,06-2020,2020,6,South
Alabama,AL,568,68,17,0,176,19,8,1,6/1/20,06-2020,2020,6,South
Alabama,AL,568,291,166,2,736,199,114,15,7/28/20,07-2020,2020,7,South
Alabama,AL,568,269,151,2,664,165,41,14,7/22/20,07-2020,2020,7,South
Alabama,AL,568,220,131,2,664,138,29,12,7/14/20,07-2020,2020,7,South
Alabama,AL,568,184,100,2,490,97,28,10,7/7/20,07-2020,2020,7,South
Alabama,AL,568,353,276,2,1726,336,304,19,8/25/20,08-2020,2020,8,South
Alabama,AL,568,348,270,2,1393,323,188,18,8/18/20,08-2020,2020,8,South
Alabama,AL,568,337,200,2,1269,238,167,16,8/11/20,08-2020,2020,8,South
Alabama,AL,568,309,175,2,1040,215,141,16,8/4/20,08-2020,2020,8,South
Alabama,AL,568,398,363,2,2079,415,377,23,9/28/20,09-2020,2020,9,South
Alabama,AL,568,385,341,2,2011,408,370,22,9/21/20,09-2020,2020,9,South
Alabama,AL,568,377,341,2,1954,403,334,21,9/14/20,09-2020,2020,9,South
Alabama,AL,568,373,340,2,1886,386,317,20,9/7/20,09-2020,2020,9,South
Alabama,AL,568,365,330,2,1726,353,304,20,9/2/20,09-2020,2020,9,South
Alabama,AL,568,455,388,2,5339,532,416,27,10/26/20,10-2020,2020,10,South
Alabama,AL,568,439,384,2,3270,459,387,27,10/19/20,10-2020,2020,10,South
Alabama,AL,568,415,369,2,3155,441,382,26,10/14/20,10-2020,2020,10,South
Alabama,AL,568,411,364,2,2797,439,381,25,10/5/20,10-2020,2020,10,South
Alabama,AL,568,667,439,2,7032,855,735,34,11/30/20,11-2020,2020,11,South
Alabama,AL,568,645,435,2,6984,834,724,34,11/27/20,11-2020,2020,11,South
Alabama,AL,568,582,413,2,6852,775,519,32,11/16/20,11-2020,2020,11,South
Alabama,AL,568,542,408,2,6783,751,496,32,11/11/20,11-2020,2020,11,South
Alabama,AL,568,490,405,2,6554,711,458,28,11/2/20,11-2020,2020,11,South
Alabama,AL,568,804,529,2,12671,1161,1003,54,12/28/20,12-2020,2020,12,South
Alabama,AL,568,795,518,2,11111,1094,979,54,12/21/20,12-2020,2020,12,South
Alabama,AL,568,769,502,2,10805,1068,944,48,12/14/20,12-2020,2020,12,South
Alabama,AL,568,729,479,2,10584,1033,782,43,12/9/20,12-2020,2020,12,South
Alaska,AK,,0,11,0,4,0,2,0,3/26/20,03-2020,2020,3,West
Alaska,AK,,8,11,0,211,1,2,0,4/29/20,04-2020,2020,4,West
Alaska,AK,,8,11,0,57,0,2,0,4/22/20,04-2020,2020,4,West
Alaska,AK,,7,11,0,32,0,2,0,4/15/20,04-2020,2020,4,West
Alaska,AK,,7,11,0,15,0,2,0,4/8/20,04-2020,2020,4,West
Alaska,AK,,0,11,0,10,0,2,0,4/1/20,04-2020,2020,4,West
Alaska,AK,,11,11,0,500,2,2,0,5/27/20,05-2020,2020,5,West
Alaska,AK,,11,11,0,442,2,2,0,5/21/20,05-2020,2020,5,West
Alaska,AK,,10,11,0,256,1,2,0,5/12/20,05-2020,2020,5,West
Alaska,AK,,8,11,0,235,1,2,0,5/6/20,05-2020,2020,5,West
Alaska,AK,,11,11,0,722,2,2,0,6/23/20,06-2020,2020,6,West
Alaska,AK,,11,11,0,643,2,2,0,6/16/20,06-2020,2020,6,West
Alaska,AK,,11,11,0,572,2,2,0,6/9/20,06-2020,2020,6,West
Alaska,AK,,11,11,0,519,2,2,0,6/3/20,06-2020,2020,6,West
Alaska,AK,,15,11,0,2345,17,2,0,7/28/20,07-2020,2020,7,West
Alaska,AK,,12,11,0,2168,16,2,0,7/22/20,07-2020,2020,7,West
Alaska,AK,,12,11,0,1593,2,2,0,7/14/20,07-2020,2020,7,West
Alaska,AK,,11,11,0,1233,2,2,0,7/7/20,07-2020,2020,7,West
Alaska,AK,,11,11,0,849,2,2,0,7/1/20,07-2020,2020,7,West
Alaska,AK,,31,11,0,4082,39,2,0,8/26/20,08-2020,2020,8,West
Alaska,AK,,30,11,0,3729,31,2,0,8/18/20,08-2020,2020,8,West
Alaska,AK,,17,11,0,3365,26,2,0,8/11/20,08-2020,2020,8,West
Alaska,AK,,16,11,0,2918,23,2,0,8/4/20,08-2020,2020,8,West
Alaska,AK,,32,11,0,5741,65,2,0,9/29/20,09-2020,2020,9,West
Alaska,AK,,32,11,0,5499,63,2,0,9/23/20,09-2020,2020,9,West
Alaska,AK,,31,11,0,5136,57,2,0,9/14/20,09-2020,2020,9,West
Alaska,AK,,31,11,0,4704,51,2,0,9/8/20,09-2020,2020,9,West
Alaska,AK,,31,11,0,4578,49,2,0,9/1/20,09-2020,2020,9,West
Alaska,AK,,52,11,0,7523,186,2,0,10/27/20,10-2020,2020,10,West
Alaska,AK,,39,11,0,7006,159,2,0,10/20/20,10-2020,2020,10,West
Alaska,AK,,39,11,0,6369,83,2,0,10/12/20,10-2020,2020,10,West
Alaska,AK,,34,11,0,6133,82,2,0,10/7/20,10-2020,2020,10,West
Alaska,AK,,111,11,0,10724,644,2,1,11/24/20,11-2020,2020,11,West
Alaska,AK,,95,11,0,9664,521,2,0,11/18/20,11-2020,2020,11,West
Alaska,AK,,74,11,0,8674,357,2,0,11/10/20,11-2020,2020,11,West
Alaska,AK,,64,11,0,8121,240,2,0,11/3/20,11-2020,2020,11,West
Alaska,AK,,216,11,0,15996,1966,2,5,12/28/20,12-2020,2020,12,West
Alaska,AK,,198,11,0,15668,1905,2,3,12/22/20,12-2020,2020,12,West
Alaska,AK,,179,11,0,14870,1539,2,3,12/16/20,12-2020,2020,12,West
Alaska,AK,,147,11,0,13603,1217,2,3,12/8/20,12-2020,2020,12,West
Alaska,AK,,129,11,0,11931,851,2,2,12/1/20,12-2020,2020,12,West
Arizona,AZ,,52,59,0,15,0,52,0,3/26/20,03-2020,2020,3,West
Arizona,AZ,,52,59,0,210,50,52,2,4/29/20,04-2020,2020,4,West
Arizona,AZ,,52,59,0,172,35,52,2,4/22/20,04-2020,2020,4,West
Arizona,AZ,,52,59,0,91,17,52,2,4/15/20,04-2020,2020,4,West
Arizona,AZ,,52,59,0,68,2,52,2,4/9/20,04-2020,2020,4,West
Arizona,AZ,,52,59,0,34,0,52,0,4/1/20,04-2020,2020,4,West
Arizona,AZ,,75,59,0,1071,183,52,7,5/27/20,05-2020,2020,5,West
Arizona,AZ,,69,59,0,868,151,52,6,5/20/20,05-2020,2020,5,West
Arizona,AZ,,62,59,0,519,121,52,5,5/13/20,05-2020,2020,5,West
Arizona,AZ,,52,59,0,277,69,52,5,5/6/20,05-2020,2020,5,West
Arizona,AZ,,226,149,1,3432,421,218,9,6/30/20,06-2020,2020,6,West
Arizona,AZ,,166,114,1,3024,349,194,9,6/23/20,06-2020,2020,6,West
Arizona,AZ,,120,87,1,2764,265,130,8,6/16/20,06-2020,2020,6,West
Arizona,AZ,,111,78,1,2013,242,108,7,6/9/20,06-2020,2020,6,West
Arizona,AZ,,88,62,0,1393,193,77,7,6/2/20,06-2020,2020,6,West
Arizona,AZ,,520,441,1,5227,824,397,16,7/28/20,07-2020,2020,7,West
Arizona,AZ,,439,370,1,4905,684,376,13,7/21/20,07-2020,2020,7,West
Arizona,AZ,,371,262,1,4496,569,255,13,7/14/20,07-2020,2020,7,West
Arizona,AZ,,303,182,1,4092,481,250,13,7/7/20,07-2020,2020,7,West
Arizona,AZ,,673,638,1,24156,1880,876,26,8/25/20,08-2020,2020,8,West
Arizona,AZ,,654,599,1,14871,1612,461,25,8/18/20,08-2020,2020,8,West
Arizona,AZ,,635,561,1,11290,1572,455,22,8/11/20,08-2020,2020,8,West
Arizona,AZ,,599,508,1,8411,1429,444,21,8/4/20,08-2020,2020,8,West
Arizona,AZ,,701,691,1,40036,2586,2525,28,9/29/20,09-2020,2020,9,West
Arizona,AZ,,697,686,1,39823,2565,2478,28,9/22/20,09-2020,2020,9,West
Arizona,AZ,,694,682,1,38916,2511,1805,27,9/15/20,09-2020,2020,9,West
Arizona,AZ,,689,676,1,38916,2425,1560,27,9/8/20,09-2020,2020,9,West
